"filename", "language", "TypeScript JSX", "JSON", "JSON with Comments", "CSS", "HTML", "Markdown", "TypeScript", "Properties", "JavaScript", "XML", "comment", "blank", "total"
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/category/category.service_20250202214256.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 10, 57
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/dashboard/dashboard.controller_20250202220114.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/dashboard/dashboard.controller_20250202220117.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/dashboard/dashboard.controller_20250202220120.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/dashboard/dashboard.controller_20250202220337.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/dashboard/dashboard.module_20250202220136.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/dashboard/dashboard.module_20250202220140.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/dashboard/dashboard.module_20250202220142.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/dashboard/dashboard.module_20250202220328.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/dashboard/dashboard.service_20250202220126.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/dashboard/dashboard.service_20250202220130.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 4, 51
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/dashboard/dashboard.service_20250202220142.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 4, 51
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/dashboard/dashboard.service_20250202220320.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 4, 51
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/category.entity_20250130160637.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 5, 19
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/category.entity_20250202164039.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 6, 23
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/news.entity_20250130160615.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 11, 38
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/news.entity_20250202164030.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 10, 36
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/news.entity_20250202165058.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 10, 36
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/user-role-mapping.entity_20250201153800.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 7, 31
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/user-role-mapping.entity_20250202184355.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 7, 31
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/user-role-mapping.entity_20250202184418.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 7, 31
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/user-role-mapping.entity_20250202184507.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 7, 31
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/user-role-mapping.entity_20250202210317.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 7, 31
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/user-role-mapping.entity_20250202210341.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 7, 31
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/user.entity_20250202154823.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 11, 40
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/user.entity_20250202184252.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 11, 40
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/entities/user.entity_20250202184324.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 11, 40
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/main_20250202155049.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 4, 19
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/main_20250202213318.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 4, 19
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/main_20250202220715.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 4, 19
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/main_20250202220717.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 4, 19
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.controller_20250130173338.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 8, 49
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.controller_20250202165514.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 9, 54
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.controller_20250202213250.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 9, 56
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.controller_20250202213256.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 9, 56
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.controller_20250202213654.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 10, 65
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.controller_20250202213720.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 10, 65
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.controller_20250202214917.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 10, 130
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.controller_20250202214945.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 10, 130
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.controller_20250202215234.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 10, 131
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.controller_20250202215247.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 10, 131
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.module_20250130155529.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.module_20250202165455.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.module_20250202165456.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.module_20250202170608.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.module_20250202170653.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.module_20250202214150.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.module_20250202214256.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250130160812.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 9, 71
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202165441.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 10, 94
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202172343.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 18, 120
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202172401.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 18, 122
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202172410.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 18, 121
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202172434.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 18, 121
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202172633.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 18, 122
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202172707.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 18, 122
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202172721.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 18, 122
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202172735.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 18, 122
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202172748.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 18, 125
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202172820.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 19, 124
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202172823.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 19, 124
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202213309.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 20, 120
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202213641.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 21, 129
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202213647.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 21, 129
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202214855.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 23, 184
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202214945.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 23, 184
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202215449.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 23, 211
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/news/news.service_20250202215517.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 23, 184
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/seed.service_20250202164101.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/seed.service_20250202164105.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 4, 18, 161
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/users/users.controller_20250130160400.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 6, 42
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/users/users.controller_20250202215247.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 6, 43
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/users/users.controller_20250202215312.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 6, 43
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/users/users.service_20250201154316.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 12, 78
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/users/users.service_20250202174250.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 1, 23, 131
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/users/users.service_20250202174335.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 1, 23, 131
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/users/users.service_20250202210909.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 1, 23, 131
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/users/users.service_20250202210929.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 1, 23, 131
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/users/users.service_20250202211255.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 5, 26, 151
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/users/users.service_20250202215300.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 1, 23, 132
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/src/users/users.service_20250202215312.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 1, 23, 132
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/tsconfig_20250130155033.json", "JSON", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/tsconfig_20250202220357.json", "JSON", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/backend/tsconfig_20250202220401.json", "JSON", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/App_20250131141351.tsx", "TypeScript JSX", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 64
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/App_20250202223601.tsx", "TypeScript JSX", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 73
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/App_20250202223641.tsx", "TypeScript JSX", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 73
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/App_20250202224545.tsx", "TypeScript JSX", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 76
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202223538.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202223541.tsx", "TypeScript JSX", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 49
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202223641.tsx", "TypeScript JSX", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 49
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202223842.tsx", "TypeScript JSX", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 59
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202223951.tsx", "TypeScript JSX", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 59
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202224101.tsx", "TypeScript JSX", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 73
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202224116.tsx", "TypeScript JSX", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 73
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202224352.tsx", "TypeScript JSX", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 67
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202224437.tsx", "TypeScript JSX", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 67
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202224556.tsx", "TypeScript JSX", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202224638.tsx", "TypeScript JSX", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202224722.tsx", "TypeScript JSX", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202224804.tsx", "TypeScript JSX", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202225241.tsx", "TypeScript JSX", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/components/ProtectedRoute_20250202225315.tsx", "TypeScript JSX", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202224525.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202224531.tsx", "TypeScript JSX", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 80
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202224638.tsx", "TypeScript JSX", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 80
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202224737.tsx", "TypeScript JSX", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 99
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202224804.tsx", "TypeScript JSX", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 99
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202225230.tsx", "TypeScript JSX", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 116
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202225315.tsx", "TypeScript JSX", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 116
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202225634.tsx", "TypeScript JSX", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 86
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202225802.tsx", "TypeScript JSX", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 86
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202225912.tsx", "TypeScript JSX", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 91
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202230202.tsx", "TypeScript JSX", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 107
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202230225.tsx", "TypeScript JSX", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 107
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202230520.tsx", "TypeScript JSX", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 107
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202230523.tsx", "TypeScript JSX", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 121
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/context/AuthContext_20250202230642.tsx", "TypeScript JSX", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 121
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminDashboard_20250130160029.tsx", "TypeScript JSX", 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 241
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminDashboard_20250202223917.tsx", "TypeScript JSX", 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 283
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminDashboard_20250202223951.tsx", "TypeScript JSX", 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 283
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminDashboard_20250202224808.tsx", "TypeScript JSX", 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 291
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminDashboard_20250202224810.tsx", "TypeScript JSX", 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 291
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminDashboard_20250202224817.tsx", "TypeScript JSX", 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 291
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminDashboard_20250202224820.tsx", "TypeScript JSX", 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 291
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminDashboard_20250202225930.tsx", "TypeScript JSX", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 125
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminDashboard_20250202230032.tsx", "TypeScript JSX", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 125
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminDashboard_20250202230146.tsx", "TypeScript JSX", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 131
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminLogin_20250130160029.tsx", "TypeScript JSX", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 93
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminLogin_20250202223625.tsx", "TypeScript JSX", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 124
"/Users/mehmetemintellioglu/Desktop/news_project_cursor copy 2/.history/frontend/src/pages/AdminLogin_20250202223641.tsx", "TypeScript JSX", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 124
